Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Mushroom Cover
thermaldynamics:cover:0, Mushroom Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
thermaldynamics:cover:0, Emerald Ore Cover
thermaldynamics:cover:0, Block of Emerald Cover
thermaldynamics:cover:0, Block of Redstone Cover
thermaldynamics:cover:0, Nether Quartz Ore Cover
thermaldynamics:cover:0, Block of Quartz Cover
thermaldynamics:cover:0, Chiseled Quartz Block Cover
thermaldynamics:cover:0, Pillar Quartz Block Cover
thermaldynamics:cover:0, White Hardened Clay Cover
thermaldynamics:cover:0, Orange Hardened Clay Cover
thermaldynamics:cover:0, Magenta Hardened Clay Cover
thermaldynamics:cover:0, Light Blue Hardened Clay Cover
thermaldynamics:cover:0, Yellow Hardened Clay Cover
thermaldynamics:cover:0, Lime Hardened Clay Cover
thermaldynamics:cover:0, Pink Hardened Clay Cover
thermaldynamics:cover:0, Gray Hardened Clay Cover
thermaldynamics:cover:0, Light Gray Hardened Clay Cover
thermaldynamics:cover:0, Cyan Hardened Clay Cover
thermaldynamics:cover:0, Purple Hardened Clay Cover
thermaldynamics:cover:0, Blue Hardened Clay Cover
thermaldynamics:cover:0, Brown Hardened Clay Cover
thermaldynamics:cover:0, Green Hardened Clay Cover
thermaldynamics:cover:0, Red Hardened Clay Cover
thermaldynamics:cover:0, Black Hardened Clay Cover
thermaldynamics:cover:0, Acacia Wood Cover
thermaldynamics:cover:0, Dark Oak Wood Cover
thermaldynamics:cover:0, Slime Block Cover
thermaldynamics:cover:0, Barrier Cover
thermaldynamics:cover:0, Prismarine Cover
thermaldynamics:cover:0, Prismarine Bricks Cover
thermaldynamics:cover:0, Dark Prismarine Cover
thermaldynamics:cover:0, Sea Lantern Cover
thermaldynamics:cover:0, Hay Bale Cover
thermaldynamics:cover:0, Hardened Clay Cover
thermaldynamics:cover:0, Block of Coal Cover
thermaldynamics:cover:0, Packed Ice Cover
thermaldynamics:cover:0, Red Sandstone Cover
thermaldynamics:cover:0, Chiseled Red Sandstone Cover
thermaldynamics:cover:0, Smooth Red Sandstone Cover
thermaldynamics:cover:0, Purpur Block Cover
thermaldynamics:cover:0, Purpur Pillar Cover
thermaldynamics:cover:0, End Stone Bricks Cover
thermaldynamics:cover:0, Magma Block Cover
thermaldynamics:cover:0, Nether Wart Block Cover
thermaldynamics:cover:0, Red Nether Brick Cover
thermaldynamics:cover:0, Bone Block Cover
thermaldynamics:cover:0, Restonia Crystal Block Cover
thermaldynamics:cover:0, Palis Crystal Block Cover
thermaldynamics:cover:0, Diamatine Crystal Block Cover
thermaldynamics:cover:0, Void Crystal Block Cover
thermaldynamics:cover:0, Emeradic Crystal Block Cover
thermaldynamics:cover:0, Enori Crystal Block Cover
thermaldynamics:cover:0, Empowered Restonia Crystal Block Cover
thermaldynamics:cover:0, Empowered Palis Crystal Block Cover
thermaldynamics:cover:0, Empowered Diamatine Crystal Block Cover
thermaldynamics:cover:0, Empowered Void Crystal Block Cover
thermaldynamics:cover:0, Empowered Emeradic Crystal Block Cover
thermaldynamics:cover:0, Empowered Enori Crystal Block Cover
thermaldynamics:cover:0, Ethetic Green Block Cover
thermaldynamics:cover:0, Ethetic Quartz Cover
thermaldynamics:cover:0, Ethetic Green Slab Cover
thermaldynamics:cover:0, Ethetic Quartz Slab Cover
thermaldynamics:cover:0, White Lamp Cover
thermaldynamics:cover:0, Orange Lamp Cover
thermaldynamics:cover:0, Magenta Lamp Cover
thermaldynamics:cover:0, Light Blue Lamp Cover
thermaldynamics:cover:0, Yellow Lamp Cover
thermaldynamics:cover:0, Lime Lamp Cover
thermaldynamics:cover:0, Pink Lamp Cover
thermaldynamics:cover:0, Gray Lamp Cover
thermaldynamics:cover:0, Light Gray Lamp Cover
thermaldynamics:cover:0, Cyan Lamp Cover
thermaldynamics:cover:0, Purple Lamp Cover
thermaldynamics:cover:0, Blue Lamp Cover
thermaldynamics:cover:0, Brown Lamp Cover
thermaldynamics:cover:0, Green Lamp Cover
thermaldynamics:cover:0, Red Lamp Cover
thermaldynamics:cover:0, Black Lamp Cover
thermaldynamics:cover:0, White Lamp (On) Cover
thermaldynamics:cover:0, Orange Lamp (On) Cover
thermaldynamics:cover:0, Magenta Lamp (On) Cover
thermaldynamics:cover:0, Light Blue Lamp (On) Cover
thermaldynamics:cover:0, Yellow Lamp (On) Cover
thermaldynamics:cover:0, Lime Lamp (On) Cover
thermaldynamics:cover:0, Pink Lamp (On) Cover
thermaldynamics:cover:0, Gray Lamp (On) Cover
thermaldynamics:cover:0, Light Gray Lamp (On) Cover
thermaldynamics:cover:0, Cyan Lamp (On) Cover
thermaldynamics:cover:0, Purple Lamp (On) Cover
thermaldynamics:cover:0, Blue Lamp (On) Cover
thermaldynamics:cover:0, Brown Lamp (On) Cover
thermaldynamics:cover:0, Green Lamp (On) Cover
thermaldynamics:cover:0, Red Lamp (On) Cover
thermaldynamics:cover:0, Black Lamp (On) Cover
thermaldynamics:cover:0, Lamp Controller Cover
thermaldynamics:cover:0, Treasure Chest Cover
thermaldynamics:cover:0, Pillar of Black Quartz Cover
thermaldynamics:cover:0, Chiseled Block of Black Quartz Cover
thermaldynamics:cover:0, Block of Black Quartz Cover
thermaldynamics:cover:0, Black Quartz Ore Cover
thermaldynamics:cover:0, Wood Casing Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Enderpearl Cover
thermaldynamics:cover:0, Casing Cover
thermaldynamics:cover:0, Ender Casing Cover
thermaldynamics:cover:0, Iron Casing Cover
thermaldynamics:cover:0, Black Quartz Slab Cover
thermaldynamics:cover:0, Chiseled Black Quartz Slab Cover
thermaldynamics:cover:0, Black Quartz Pillar Slab Cover
thermaldynamics:cover:0, Basalt Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Uranium Ore Cover
thermaldynamics:cover:0, Bronze Block Cover
thermaldynamics:cover:0, Copper Block Cover
thermaldynamics:cover:0, Lead Block Cover
thermaldynamics:cover:0, Steel Block Cover
thermaldynamics:cover:0, Tin Block Cover
thermaldynamics:cover:0, Uranium Block Cover
thermaldynamics:cover:0, Reinforced Stone Cover
thermaldynamics:cover:0, Basic Machine Casing Cover
thermaldynamics:cover:0, Advanced Machine Casing Cover
thermaldynamics:cover:0, Reactor Pressure Vessel Cover
thermaldynamics:cover:0, Silver Block Cover
thermaldynamics:cover:0, Rubber Wood Cover
thermaldynamics:cover:0, Scaffold Cover
thermaldynamics:cover:0, Reinforced Scaffold Cover
thermaldynamics:cover:0, Iron Scaffold Cover
thermaldynamics:cover:0, Reinforced Iron Scaffold Cover
thermaldynamics:cover:0, Reinforced Glass Cover
thermaldynamics:cover:0, Construction Foam Cover
thermaldynamics:cover:0, Reinforced Construction Foam Cover
thermaldynamics:cover:0, Construction Foam Wall (Black) Cover
thermaldynamics:cover:0, Construction Foam Wall (Blue) Cover
thermaldynamics:cover:0, Construction Foam Wall (Brown) Cover
thermaldynamics:cover:0, Construction Foam Wall (Cyan) Cover
thermaldynamics:cover:0, Construction Foam Wall (Gray) Cover
thermaldynamics:cover:0, Construction Foam Wall (Green) Cover
thermaldynamics:cover:0, Construction Foam Wall (Light Blue) Cover
thermaldynamics:cover:0, Construction Foam Wall (Light Gray) Cover
thermaldynamics:cover:0, Construction Foam Wall (Lime) Cover
thermaldynamics:cover:0, Construction Foam Wall (Magenta) Cover
thermaldynamics:cover:0, Construction Foam Wall (Orange) Cover
thermaldynamics:cover:0, Construction Foam Wall (Pink) Cover
thermaldynamics:cover:0, Construction Foam Wall (Purple) Cover
thermaldynamics:cover:0, Construction Foam Wall (Red) Cover
thermaldynamics:cover:0, Construction Foam Wall (White) Cover
thermaldynamics:cover:0, Construction Foam Wall (Yellow) Cover
thermaldynamics:cover:0, Machine Structure Cover
thermaldynamics:cover:0, Advanced Machine Structure Cover
thermaldynamics:cover:0, Dilithium Ore Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Rutile Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Copper Block Cover
thermaldynamics:cover:0, Tin Block Cover
thermaldynamics:cover:0, Steel Block Cover
thermaldynamics:cover:0, Titanium Block Cover
thermaldynamics:cover:0, Aluminum Block Cover
thermaldynamics:cover:0, Iridium Block Cover
thermaldynamics:cover:0, Copper Coil Cover
thermaldynamics:cover:0, Launch Pad Cover
thermaldynamics:cover:0, Structure Tower Cover
thermaldynamics:cover:0, Liquid Fueled Engine Cover
thermaldynamics:cover:0, Advanced Rocket Engine Cover
thermaldynamics:cover:0, Liquid Fuel Tank Cover
thermaldynamics:cover:0, Moon Turf Cover
thermaldynamics:cover:0, Oxidized Ferric Sand Cover
thermaldynamics:cover:0, HeatProof Brick Cover
thermaldynamics:cover:0, Wood Cover
thermaldynamics:cover:0, Concrete Cover
thermaldynamics:cover:0, Saw Blade Assembly Cover
thermaldynamics:cover:0, Motor Cover
thermaldynamics:cover:0, Geode Block Cover
thermaldynamics:cover:0, Vitrified Sand Cover
thermaldynamics:cover:0, Charcoal Log Cover
thermaldynamics:cover:0, Amethyst Block Cover
thermaldynamics:cover:0, Sapphire Block Cover
thermaldynamics:cover:0, Emerald Block Cover
thermaldynamics:cover:0, Ruby Block Cover
thermaldynamics:cover:0, Citrine Block Cover
thermaldynamics:cover:0, Wulfentite Block Cover
thermaldynamics:cover:0, Drill Cover
thermaldynamics:cover:0, tile.lightSource.name Cover
thermaldynamics:cover:0, Solar Panel Cover
thermaldynamics:cover:0, Gas Intake Cover
thermaldynamics:cover:0, Station Light Cover
thermaldynamics:cover:0, Titanium Aluminide Block Cover
thermaldynamics:cover:0, Titanium Iridium Alloy Block Cover
thermaldynamics:cover:0, Certus Quartz Ore Cover
thermaldynamics:cover:0, Charged Certus Quartz Ore Cover
thermaldynamics:cover:0, Certus Quartz Block Cover
thermaldynamics:cover:0, Certus Quartz Pillar Cover
thermaldynamics:cover:0, Chiseled Certus Quartz Block Cover
thermaldynamics:cover:0, Fluix Block Cover
thermaldynamics:cover:0, Sky Stone Cover
thermaldynamics:cover:0, Sky Stone Block Cover
thermaldynamics:cover:0, Sky Stone Brick Cover
thermaldynamics:cover:0, Sky Stone Small Brick Cover
thermaldynamics:cover:0, Tiny TNT Cover
thermaldynamics:cover:0, Water Pad Cover
thermaldynamics:cover:0, Rock Crystal Ore Cover
thermaldynamics:cover:0, Starmetal Ore Cover
thermaldynamics:cover:0, Aquamarine Shale Cover
thermaldynamics:cover:0, Marble Cover
thermaldynamics:cover:0, Marble Bricks Cover
thermaldynamics:cover:0, Marble Pillar Cover
thermaldynamics:cover:0, Marble Arch Cover
thermaldynamics:cover:0, Chiseled Marble Cover
thermaldynamics:cover:0, Engraved Marble Cover
thermaldynamics:cover:0, Runed Marble Cover
thermaldynamics:cover:0, Sooty Marble Cover
thermaldynamics:cover:0, Spectral Moss Cover
thermaldynamics:cover:0, Overgrown Stone Cover
thermaldynamics:cover:0, Loamy Grass Block Cover
thermaldynamics:cover:0, Sandy Grass Block Cover
thermaldynamics:cover:0, Silty Grass Block Cover
thermaldynamics:cover:0, Origin Grass Block Cover
thermaldynamics:cover:0, Overgrown Netherrack Cover
thermaldynamics:cover:0, Flowering Grass Bloock Cover
thermaldynamics:cover:0, Coarse Loamy Dirt Cover
thermaldynamics:cover:0, Loamy Dirt Cover
thermaldynamics:cover:0, Coarse Sandy Dirt Cover
thermaldynamics:cover:0, Sandy Dirt Cover
thermaldynamics:cover:0, Coarse Silty Dirt Cover
thermaldynamics:cover:0, Silty Dirt Cover
thermaldynamics:cover:0, Polished Limestone Cover
thermaldynamics:cover:0, Polished Siltstone Cover
thermaldynamics:cover:0, Polished Shale Cover
thermaldynamics:cover:0, Limestone Cover
thermaldynamics:cover:0, Siltstone Cover
thermaldynamics:cover:0, Shale Cover
thermaldynamics:cover:0, Crag Rock Cover
thermaldynamics:cover:0, Dried Sand Cover
thermaldynamics:cover:0, Hardened Ice Cover
thermaldynamics:cover:0, Ash Block Cover
thermaldynamics:cover:0, Mud Cover
thermaldynamics:cover:0, Flesh Cover
thermaldynamics:cover:0, Celestial Crystal Cover
thermaldynamics:cover:0, Biome Essence Ore Cover
thermaldynamics:cover:0, Ender Amethyst Ore Cover
thermaldynamics:cover:0, Ruby Ore Cover
thermaldynamics:cover:0, Peridot Ore Cover
thermaldynamics:cover:0, Topaz Ore Cover
thermaldynamics:cover:0, Tanzanite Ore Cover
thermaldynamics:cover:0, Malachite Ore Cover
thermaldynamics:cover:0, Sapphire Ore Cover
thermaldynamics:cover:0, Amber Ore Cover
thermaldynamics:cover:0, Block of Amethyst Cover
thermaldynamics:cover:0, Block of Ruby Cover
thermaldynamics:cover:0, Block of Peridot Cover
thermaldynamics:cover:0, Block of Topaz Cover
thermaldynamics:cover:0, Block of Tanzanite Cover
thermaldynamics:cover:0, Block of Malachite Cover
thermaldynamics:cover:0, Block of Sapphire Cover
thermaldynamics:cover:0, Block of Amber Cover
thermaldynamics:cover:0, Hive Block Cover
thermaldynamics:cover:0, Honeycomb Block Cover
thermaldynamics:cover:0, Empty Honeycomb Block Cover
thermaldynamics:cover:0, Filled Honeycomb Block Cover
thermaldynamics:cover:0, Honey Block Cover
thermaldynamics:cover:0, Jelled Poison Cover
thermaldynamics:cover:0, Bamboo Thatching Cover
thermaldynamics:cover:0, Mud Bricks Cover
thermaldynamics:cover:0, Sacred Oak Wood Cover
thermaldynamics:cover:0, Cherry Wood Cover
thermaldynamics:cover:0, Umbran Wood Cover
thermaldynamics:cover:0, Fir Wood Cover
thermaldynamics:cover:0, Ethereal Wood Cover
thermaldynamics:cover:0, Magic Wood Cover
thermaldynamics:cover:0, Mangrove Wood Cover
thermaldynamics:cover:0, Palm Wood Cover
thermaldynamics:cover:0, Redwood Wood Cover
thermaldynamics:cover:0, Willow Wood Cover
thermaldynamics:cover:0, Pine Wood Cover
thermaldynamics:cover:0, Hellbark Wood Cover
thermaldynamics:cover:0, Jacaranda Wood Cover
thermaldynamics:cover:0, Mahogany Wood Cover
thermaldynamics:cover:0, Ebony Wood Cover
thermaldynamics:cover:0, Eucalyptus Wood Cover
thermaldynamics:cover:0, Giant Flower Stem Cover
thermaldynamics:cover:0, Dead Wood Cover
thermaldynamics:cover:0, Sacred Oak Wood Planks Cover
thermaldynamics:cover:0, Cherry Wood Planks Cover
thermaldynamics:cover:0, Umbran Wood Planks Cover
thermaldynamics:cover:0, Fir Wood Planks Cover
thermaldynamics:cover:0, Ethereal Wood Planks Cover
thermaldynamics:cover:0, Magic Wood Planks Cover
thermaldynamics:cover:0, Mangrove Wood Planks Cover
thermaldynamics:cover:0, Palm Wood Planks Cover
thermaldynamics:cover:0, Redwood Wood Planks Cover
thermaldynamics:cover:0, Willow Wood Planks Cover
thermaldynamics:cover:0, Pine Wood Planks Cover
thermaldynamics:cover:0, Hellbark Wood Planks Cover
thermaldynamics:cover:0, Jacaranda Wood Planks Cover
thermaldynamics:cover:0, Mahogany Wood Planks Cover
thermaldynamics:cover:0, Ebony Wood Planks Cover
thermaldynamics:cover:0, Eucalyptus Wood Planks Cover
thermaldynamics:cover:0, Blank Rune Cover
thermaldynamics:cover:0, Speed Rune Cover
thermaldynamics:cover:0, Efficiency Rune Cover
thermaldynamics:cover:0, Rune of Sacrifice Cover
thermaldynamics:cover:0, Rune of Self Sacrifice Cover
thermaldynamics:cover:0, Displacement Rune Cover
thermaldynamics:cover:0, Rune of Capacity Cover
thermaldynamics:cover:0, Rune of Augmented Capacity Cover
thermaldynamics:cover:0, Rune of the Orb Cover
thermaldynamics:cover:0, Acceleration Rune Cover
thermaldynamics:cover:0, Charging Rune Cover
thermaldynamics:cover:0, Ritual Stone Cover
thermaldynamics:cover:0, Ritual Stone of Water Cover
thermaldynamics:cover:0, Ritual Stone of Fire Cover
thermaldynamics:cover:0, Ritual Stone of Earth Cover
thermaldynamics:cover:0, Ritual Stone of Air Cover
thermaldynamics:cover:0, Ritual Stone of Dusk Cover
thermaldynamics:cover:0, Ritual Stone of Dawn Cover
thermaldynamics:cover:0, Crystal Cluster Cover
thermaldynamics:cover:0, Crystal Cluster Brick Cover
thermaldynamics:cover:0, Large Bloodstone Brick Cover
thermaldynamics:cover:0, Bloodstone Brick Cover
thermaldynamics:cover:0, Wooden Path Cover
thermaldynamics:cover:0, Tiled Wooden Path Cover
thermaldynamics:cover:0, Stone Brick Path Cover
thermaldynamics:cover:0, Tiled Stone Path Cover
thermaldynamics:cover:0, Worn Stone Brick Path Cover
thermaldynamics:cover:0, Tiled Worn Stone Path Cover
thermaldynamics:cover:0, Obsidian Brick Path Cover
thermaldynamics:cover:0, Tiled Obsidian Path Cover
thermaldynamics:cover:0, Raw Stone Bricks Cover
thermaldynamics:cover:0, Corrosive Stone Bricks Cover
thermaldynamics:cover:0, Destructive Stone Bricks Cover
thermaldynamics:cover:0, Vengeful Stone Bricks Cover
thermaldynamics:cover:0, Steadfast Stone Bricks Cover
thermaldynamics:cover:0, Small Raw Stone Bricks Cover
thermaldynamics:cover:0, Small Corrosive Stone Bricks Cover
thermaldynamics:cover:0, Small Destructive Stone Bricks Cover
thermaldynamics:cover:0, Small Vengeful Stone Bricks Cover
thermaldynamics:cover:0, Small Steadfast Stone Bricks Cover
thermaldynamics:cover:0, Raw Stone Tiles Cover
thermaldynamics:cover:0, Corrosive Stone Tiles Cover
thermaldynamics:cover:0, Destructive Stone Tiles Cover
thermaldynamics:cover:0, Vengeful Stone Tiles Cover
thermaldynamics:cover:0, Steadfast Stone Tiles Cover
thermaldynamics:cover:0, Accented Raw Stone Tiles Cover
thermaldynamics:cover:0, Accented Corrosive Stone Tiles Cover
thermaldynamics:cover:0, Accented Destructive Stone Tiles Cover
thermaldynamics:cover:0, Accented Vengeful Stone Tiles Cover
thermaldynamics:cover:0, Accented Steadfast Stone Tiles Cover
thermaldynamics:cover:0, Raw Stone Cover
thermaldynamics:cover:0, Corrosive Stone Cover
thermaldynamics:cover:0, Destructive Stone Cover
thermaldynamics:cover:0, Vengeful Stone Cover
thermaldynamics:cover:0, Steadfast Stone Cover
